"transaction_id","lead_id","agent_id","property_id","sale_date","sale_price","payment_method","commission_amount","commission_rate","original_property_price","governorate_code"
TRANS015715,LEAD103020,AGT028_MN,PROP022778,2024-10-24,1385847.00,Bank Transfer,45732.9500,0.0330,1109360.0000,Al Minya
TRANS015716,LEAD103021,AGT066_NC,PROP018024,2024-11-30,2011381.00,Bank Transfer,96546.2900,0.0480,1595299.0000,New Administrative Capital
TRANS015717,LEAD103023,AGT012_AL,PROP018963,2024-08-14,5899475.00,Bank Transfer,224180.0500,0.0380,4602993.0000,Alexandria
TRANS015718,LEAD103027,AGT058_PS,PROP010175,2024-08-04,4224116.00,Installment,181636.9900,0.0430,3418962.0000,Port Said
TRANS015719,LEAD103038,AGT012_AL,PROP011396,2024-08-27,7272701.00,Cash,276362.6400,0.0380,6040643.0000,Alexandria
TRANS015720,LEAD103050,AGT023_AW,PROP014052,2025-03-18,5303180.00,Bank Transfer,190914.4800,0.0360,4159076.0000,Aswan
TRANS015721,LEAD103056,AGT054_IS,PROP009965,2024-12-27,2160864.00,Installment,88595.4200,0.0410,1612039.0000,Ismailia
TRANS015722,LEAD103072,AGT066_NC,PROP010573,2025-05-21,3385372.00,Installment,162497.8600,0.0480,2564483.0000,New Administrative Capital
TRANS015723,LEAD103079,AGT066_NC,PROP024901,2024-11-14,6293960.00,Installment,302110.0800,0.0480,5263314.0000,New Administrative Capital
TRANS015724,LEAD103083,AGT078_HU,PROP023036,2025-06-29,6048320.00,Cash,254029.4400,0.0420,4404379.0000,Hurghada
TRANS015725,LEAD103107,AGT056_IS,PROP010337,2025-06-26,3139072.00,Installment,128701.9500,0.0410,2530908.0000,Ismailia
TRANS015726,LEAD103111,AGT007_GZ,PROP000065,2025-01-20,13527030.00,Bank Transfer,568135.2600,0.0420,9732209.0000,Giza
TRANS015727,LEAD103123,AGT017_LU,PROP000607,2025-05-17,1954457.00,Installment,78178.2800,0.0400,1465752.0000,Luxor
TRANS015728,LEAD103127,AGT082_SH,PROP017844,2025-04-04,6788310.00,Installment,319050.5700,0.0470,4795214.0000,Sharm El Sheikh
TRANS015729,LEAD103133,AGT070_SZ,PROP020144,2025-01-31,14823931.00,Bank Transfer,681900.8300,0.0460,11824621.0000,Sheikh Zayed
TRANS015730,LEAD103144,AGT022_AW,PROP014950,2024-12-11,3153360.00,Cash,113520.9600,0.0360,2535650.0000,Aswan
TRANS015731,LEAD103146,AGT033_QE,PROP024593,2024-08-19,5010577.00,Cash,160338.4600,0.0320,4123956.0000,Qena
TRANS015732,LEAD103147,AGT069_SZ,PROP022421,2025-05-24,21570911.00,Bank Transfer,992261.9100,0.0460,15999191.0000,Sheikh Zayed
TRANS015733,LEAD103178,AGT022_AW,PROP005022,2024-10-18,4676734.00,Cash,168362.4200,0.0360,3595382.0000,Aswan
TRANS015734,LEAD103188,AGT031_SO,PROP019883,2025-06-29,4802081.00,Installment,163270.7500,0.0340,3552992.0000,Sohag
TRANS015735,LEAD103191,AGT072_SZ,PROP010910,2024-07-07,4788836.00,Installment,220286.4600,0.0460,4039924.0000,Sheikh Zayed
TRANS015736,LEAD103197,AGT063_SU,PROP002498,2025-06-30,3573027.00,Cash,142921.0800,0.0400,2774933.0000,Suez
TRANS015737,LEAD103199,AGT057_PS,PROP001855,2025-05-31,5462765.00,Installment,234898.9000,0.0430,4234815.0000,Port Said
TRANS015738,LEAD103219,AGT077_HU,PROP015209,2025-06-30,3402713.00,Installment,142913.9500,0.0420,2765216.0000,Hurghada
TRANS015739,LEAD103221,AGT073_NO,PROP010340,2025-06-29,11015163.00,Cash,484667.1700,0.0440,8269135.0000,North Coast
TRANS015740,LEAD103225,AGT034_QE,PROP022811,2025-06-02,3079165.00,Cash,98533.2800,0.0320,2408989.0000,Qena
TRANS015741,LEAD103230,AGT009_AL,PROP018435,2025-06-17,19955337.00,Bank Transfer,758302.8100,0.0380,14286038.0000,Alexandria
TRANS015742,LEAD103233,AGT047_ZA,PROP002144,2025-06-30,8299355.00,Cash,298776.7800,0.0360,6787033.0000,Zagazig
TRANS015743,LEAD103248,AGT055_IS,PROP022124,2024-11-05,2447022.00,Installment,100327.9000,0.0410,2090790.0000,Ismailia
TRANS015744,LEAD103278,AGT028_MN,PROP002010,2025-03-26,5297054.00,Cash,174802.7800,0.0330,4174438.0000,Al Minya
TRANS015745,LEAD103281,AGT044_TA,PROP023033,2024-07-25,5514424.00,Cash,193004.8400,0.0350,4466740.0000,Tanta
TRANS015746,LEAD103300,AGT032_SO,PROP007692,2024-08-29,1996990.00,Bank Transfer,67897.6600,0.0340,1724967.0000,Sohag
TRANS015747,LEAD103307,AGT078_HU,PROP021529,2025-05-11,2259625.00,Bank Transfer,94904.2500,0.0420,1724533.0000,Hurghada
TRANS015748,LEAD103319,AGT003_CA,PROP004726,2025-06-28,10651474.00,Installment,479316.3300,0.0450,7959061.0000,Cairo
TRANS015749,LEAD103331,AGT019_LU,PROP010534,2025-06-27,4947540.00,Cash,197901.6000,0.0400,4204072.0000,Luxor
TRANS015750,LEAD103337,AGT009_AL,PROP009716,2025-03-05,10327464.00,Cash,392443.6300,0.0380,7428233.0000,Alexandria
TRANS015751,LEAD103354,AGT048_ZA,PROP004426,2025-01-12,2356989.00,Bank Transfer,84851.6000,0.0360,1846944.0000,Zagazig
TRANS015752,LEAD103355,AGT044_TA,PROP001701,2024-09-30,1204761.00,Installment,42166.6400,0.0350,963181.0000,Tanta
TRANS015753,LEAD103358,AGT053_IS,PROP002851,2025-05-30,9052498.00,Bank Transfer,371152.4200,0.0410,6025500.0000,Ismailia
TRANS015754,LEAD103375,AGT025_MN,PROP015132,2025-03-13,6716014.00,Bank Transfer,221628.4600,0.0330,4770024.0000,Al Minya
TRANS015755,LEAD103383,AGT039_MA,PROP009866,2024-10-28,6735246.00,Cash,249204.1000,0.0370,4932479.0000,Mansoura
TRANS015756,LEAD103391,AGT016_AS,PROP011846,2025-06-30,3059723.00,Installment,107090.3000,0.0350,2344436.0000,Asyut
TRANS015757,LEAD103395,AGT003_CA,PROP003626,2025-02-10,2369247.00,Installment,106616.1200,0.0450,1949798.0000,Cairo
TRANS015758,LEAD103398,AGT082_SH,PROP006650,2025-02-16,24815306.00,Bank Transfer,1166319.3800,0.0470,16713145.0000,Sharm El Sheikh
TRANS015759,LEAD103403,AGT074_NO,PROP012279,2025-04-18,9965037.00,Installment,438461.6300,0.0440,7337431.0000,North Coast
TRANS015760,LEAD103404,AGT051_DA,PROP017828,2025-04-12,5386301.00,Installment,210065.7400,0.0390,3805166.0000,Damietta
TRANS015761,LEAD103415,AGT055_IS,PROP024453,2024-08-04,3759432.00,Cash,154136.7100,0.0410,2763079.0000,Ismailia
TRANS015762,LEAD103420,AGT060_PS,PROP013258,2025-06-25,6072433.00,Bank Transfer,261114.6200,0.0430,4506555.0000,Port Said
TRANS015763,LEAD103432,AGT028_MN,PROP006110,2025-06-28,1757739.00,Cash,58005.3900,0.0330,1443561.0000,Al Minya
TRANS015764,LEAD103438,AGT025_MN,PROP005467,2025-02-19,2870745.00,Cash,94734.5800,0.0330,2326561.0000,Al Minya
TRANS015765,LEAD103443,AGT038_MA,PROP009556,2024-12-02,4510761.00,Installment,166898.1600,0.0370,3632392.0000,Mansoura
TRANS015766,LEAD103451,AGT052_DA,PROP020052,2025-06-30,5284681.00,Installment,206102.5600,0.0390,4014722.0000,Damietta
TRANS015767,LEAD103452,AGT082_SH,PROP013626,2024-07-10,8702378.00,Installment,409011.7700,0.0470,6107056.0000,Sharm El Sheikh
TRANS015768,LEAD103469,AGT018_LU,PROP004820,2024-10-06,4708007.00,Cash,188320.2800,0.0400,3629055.0000,Luxor
TRANS015769,LEAD103472,AGT061_SU,PROP007040,2025-06-16,7328141.00,Bank Transfer,293125.6400,0.0400,5927907.0000,Suez
TRANS015770,LEAD103479,AGT083_SH,PROP017791,2024-10-10,6487567.00,Bank Transfer,304915.6500,0.0470,4522341.0000,Sharm El Sheikh
TRANS015771,LEAD103495,AGT071_SZ,PROP012202,2024-10-30,20884377.00,Bank Transfer,960681.3400,0.0460,13772934.0000,Sheikh Zayed
TRANS015772,LEAD103499,AGT023_AW,PROP016554,2025-06-28,3295931.00,Bank Transfer,118653.5200,0.0360,2467843.0000,Aswan
TRANS015773,LEAD103506,AGT002_CA,PROP009033,2025-05-08,25962321.00,Installment,1168304.4400,0.0450,17839087.0000,Cairo
TRANS015774,LEAD103508,AGT024_AW,PROP012402,2025-04-28,1780209.00,Cash,64087.5200,0.0360,1248848.0000,Aswan
TRANS015775,LEAD103516,AGT034_QE,PROP012093,2025-06-20,5389545.00,Installment,172465.4400,0.0320,3784877.0000,Qena
TRANS015776,LEAD103518,AGT053_IS,PROP011765,2024-12-17,3582540.00,Bank Transfer,146884.1400,0.0410,2765847.0000,Ismailia
TRANS015777,LEAD103519,AGT076_NO,PROP010631,2024-12-24,8923376.00,Bank Transfer,392628.5400,0.0440,6324310.0000,North Coast
TRANS015778,LEAD103524,AGT051_DA,PROP007061,2025-02-05,15801932.00,Bank Transfer,616275.3500,0.0390,11910689.0000,Damietta
TRANS015779,LEAD103526,AGT008_GZ,PROP013772,2025-06-03,13510595.00,Cash,567444.9900,0.0420,9866088.0000,Giza
TRANS015780,LEAD103531,AGT009_AL,PROP004772,2025-01-24,6162831.00,Installment,234187.5800,0.0380,4988814.0000,Alexandria
TRANS015781,LEAD103539,AGT012_AL,PROP005767,2025-02-12,6555290.00,Installment,249101.0200,0.0380,5219036.0000,Alexandria
TRANS015782,LEAD103544,AGT065_NC,PROP016878,2024-12-11,5646109.00,Cash,271013.2300,0.0480,4521805.0000,New Administrative Capital
TRANS015783,LEAD103568,AGT064_SU,PROP024166,2024-07-28,4960422.00,Installment,198416.8800,0.0400,3736599.0000,Suez
TRANS015784,LEAD103574,AGT039_MA,PROP003783,2024-09-23,3982626.00,Installment,147357.1600,0.0370,2793878.0000,Mansoura
TRANS015785,LEAD103585,AGT035_QE,PROP003950,2024-09-15,2247296.00,Bank Transfer,71913.4700,0.0320,1826605.0000,Qena
TRANS015786,LEAD103590,AGT062_SU,PROP007811,2024-09-04,1043792.00,Bank Transfer,41751.6800,0.0400,882652.0000,Suez
TRANS015787,LEAD103591,AGT045_ZA,PROP015210,2025-06-24,8527620.00,Bank Transfer,306994.3200,0.0360,6094478.0000,Zagazig
TRANS015788,LEAD103592,AGT056_IS,PROP003580,2025-06-30,2263647.00,Cash,92809.5300,0.0410,1822726.0000,Ismailia
TRANS015789,LEAD103593,AGT080_HU,PROP001539,2024-11-06,6298067.00,Bank Transfer,264518.8100,0.0420,4988033.0000,Hurghada
TRANS015790,LEAD103594,AGT040_MA,PROP002124,2025-05-08,3381872.00,Cash,125129.2600,0.0370,2480627.0000,Mansoura
TRANS015791,LEAD103602,AGT065_NC,PROP010767,2025-01-03,6098477.00,Bank Transfer,292726.9000,0.0480,4711063.0000,New Administrative Capital
TRANS015792,LEAD103609,AGT045_ZA,PROP018940,2025-03-12,2361933.00,Installment,85029.5900,0.0360,1789303.0000,Zagazig
TRANS015793,LEAD103614,AGT026_MN,PROP021355,2024-09-18,2988429.00,Installment,98618.1600,0.0330,2349845.0000,Al Minya
TRANS015794,LEAD103631,AGT019_LU,PROP003316,2024-09-16,3925922.00,Cash,157036.8800,0.0400,2925583.0000,Luxor
TRANS015795,LEAD103645,AGT039_MA,PROP017571,2025-02-10,1823833.00,Cash,67481.8200,0.0370,1374454.0000,Mansoura
TRANS015796,LEAD103647,AGT066_NC,PROP018286,2025-03-20,3790063.00,Bank Transfer,181923.0200,0.0480,2461392.0000,New Administrative Capital
TRANS015797,LEAD103651,AGT064_SU,PROP019673,2024-12-20,6133145.00,Bank Transfer,245325.8000,0.0400,4570016.0000,Suez
TRANS015798,LEAD103652,AGT034_QE,PROP005189,2024-08-09,3545127.00,Installment,113444.0600,0.0320,2812553.0000,Qena
TRANS015799,LEAD103659,AGT004_CA,PROP011285,2025-06-30,7374907.00,Cash,331870.8200,0.0450,5959386.0000,Cairo
TRANS015800,LEAD103682,AGT028_MN,PROP011975,2025-05-21,1965944.00,Installment,64876.1500,0.0330,1428626.0000,Al Minya
TRANS015801,LEAD103696,AGT051_DA,PROP010638,2025-03-04,2661779.00,Installment,103809.3800,0.0390,1898210.0000,Damietta
TRANS015802,LEAD103705,AGT055_IS,PROP022360,2025-03-14,4824046.00,Cash,197785.8900,0.0410,4019419.0000,Ismailia
TRANS015803,LEAD103709,AGT061_SU,PROP024525,2024-10-02,1262788.00,Cash,50511.5200,0.0400,1057684.0000,Suez
TRANS015804,LEAD103716,AGT020_LU,PROP016422,2025-04-17,2775948.00,Installment,111037.9200,0.0400,2133528.0000,Luxor
TRANS015805,LEAD103717,AGT072_SZ,PROP012940,2024-11-21,6544361.00,Bank Transfer,301040.6100,0.0460,5047794.0000,Sheikh Zayed
TRANS015806,LEAD103723,AGT060_PS,PROP017451,2024-12-03,2283157.00,Installment,98175.7500,0.0430,1911987.0000,Port Said
TRANS015807,LEAD103729,AGT059_PS,PROP010211,2024-12-13,2929504.00,Bank Transfer,125968.6700,0.0430,2259021.0000,Port Said
TRANS015808,LEAD103732,AGT076_NO,PROP000012,2025-03-11,10269127.00,Cash,451841.5900,0.0440,7893731.0000,North Coast
TRANS015809,LEAD103733,AGT049_DA,PROP013543,2025-03-31,3046988.00,Bank Transfer,118832.5300,0.0390,2301433.0000,Damietta
TRANS015810,LEAD103746,AGT039_MA,PROP007284,2025-04-29,4504116.00,Bank Transfer,166652.2900,0.0370,3430556.0000,Mansoura
TRANS015811,LEAD103755,AGT010_AL,PROP004522,2025-04-12,7341137.00,Cash,278963.2100,0.0380,6076158.0000,Alexandria
TRANS015812,LEAD103796,AGT079_HU,PROP020475,2024-08-27,8556113.00,Bank Transfer,359356.7500,0.0420,6712516.0000,Hurghada
TRANS015813,LEAD103797,AGT029_SO,PROP003163,2024-10-28,16958056.00,Bank Transfer,576573.9000,0.0340,13064503.0000,Sohag
TRANS015814,LEAD103801,AGT065_NC,PROP005607,2025-06-29,5190078.00,Cash,249123.7400,0.0480,4351944.0000,New Administrative Capital
TRANS015815,LEAD103809,AGT040_MA,PROP004427,2024-11-17,2873617.00,Bank Transfer,106323.8300,0.0370,2203861.0000,Mansoura
TRANS015816,LEAD103817,AGT042_TA,PROP004374,2025-02-28,3538233.00,Bank Transfer,123838.1600,0.0350,2655777.0000,Tanta
TRANS015817,LEAD103819,AGT063_SU,PROP008387,2025-06-30,2484573.00,Bank Transfer,99382.9200,0.0400,2116982.0000,Suez
TRANS015818,LEAD103826,AGT059_PS,PROP003496,2024-08-30,10946235.00,Cash,470688.1000,0.0430,8121390.0000,Port Said
TRANS015819,LEAD103847,AGT015_AS,PROP003736,2025-06-02,6635501.00,Cash,232242.5400,0.0350,5090174.0000,Asyut
TRANS015820,LEAD103848,AGT006_GZ,PROP018888,2025-03-21,10498262.00,Installment,440927.0000,0.0420,8191242.0000,Giza
TRANS015821,LEAD103871,AGT028_MN,PROP011701,2025-06-30,4305521.00,Cash,142082.1900,0.0330,3414878.0000,Al Minya
TRANS015822,LEAD103885,AGT042_TA,PROP012560,2024-12-22,1959475.00,Bank Transfer,68581.6200,0.0350,1637229.0000,Tanta
TRANS015823,LEAD103886,AGT056_IS,PROP017273,2025-04-02,3050747.00,Installment,125080.6300,0.0410,2192530.0000,Ismailia
TRANS015824,LEAD103889,AGT073_NO,PROP006019,2024-12-16,7717095.00,Cash,339552.1800,0.0440,5617748.0000,North Coast
TRANS015825,LEAD103890,AGT066_NC,PROP004390,2025-03-02,5216778.00,Cash,250405.3400,0.0480,3705530.0000,New Administrative Capital
TRANS015826,LEAD103894,AGT080_HU,PROP004013,2024-09-09,4543030.00,Bank Transfer,190807.2600,0.0420,3386470.0000,Hurghada
TRANS015827,LEAD103916,AGT063_SU,PROP001109,2025-03-21,2671028.00,Bank Transfer,106841.1200,0.0400,2235484.0000,Suez
TRANS015828,LEAD103924,AGT012_AL,PROP005016,2025-01-02,4675307.00,Bank Transfer,177661.6700,0.0380,3581943.0000,Alexandria
TRANS015829,LEAD103931,AGT025_MN,PROP017788,2024-11-26,3779406.00,Installment,124720.4000,0.0330,2687182.0000,Al Minya
TRANS015830,LEAD103937,AGT004_CA,PROP000275,2025-05-20,5406956.00,Bank Transfer,243313.0200,0.0450,4082599.0000,Cairo
TRANS015831,LEAD103938,AGT014_AS,PROP007154,2024-08-01,3787412.00,Bank Transfer,132559.4200,0.0350,2782255.0000,Asyut
TRANS015832,LEAD103943,AGT034_QE,PROP002045,2025-04-13,4821585.00,Installment,154290.7200,0.0320,3861973.0000,Qena
TRANS015833,LEAD103948,AGT066_NC,PROP021008,2024-10-19,9330072.00,Cash,447843.4600,0.0480,6590307.0000,New Administrative Capital
TRANS015834,LEAD103952,AGT019_LU,PROP018867,2025-01-16,5272330.00,Installment,210893.2000,0.0400,3951775.0000,Luxor
TRANS015835,LEAD103953,AGT083_SH,PROP004387,2024-12-18,12747837.00,Installment,599148.3400,0.0470,8922719.0000,Sharm El Sheikh
TRANS015836,LEAD103959,AGT067_NC,PROP010970,2025-06-18,9790178.00,Installment,469928.5400,0.0480,7763777.0000,New Administrative Capital
TRANS015837,LEAD103960,AGT050_DA,PROP021203,2025-01-05,3220326.00,Bank Transfer,125592.7100,0.0390,2614032.0000,Damietta
TRANS015838,LEAD103965,AGT048_ZA,PROP013702,2025-02-22,5289008.00,Cash,190404.2900,0.0360,3928369.0000,Zagazig
TRANS015839,LEAD103967,AGT043_TA,PROP008477,2025-04-23,2004780.00,Bank Transfer,70167.3000,0.0350,1700647.0000,Tanta
TRANS015840,LEAD103978,AGT016_AS,PROP014393,2024-09-16,2351745.00,Installment,82311.0800,0.0350,1739887.0000,Asyut
TRANS015841,LEAD103988,AGT020_LU,PROP003980,2025-02-09,9046503.00,Bank Transfer,361860.1200,0.0400,6506518.0000,Luxor
TRANS015842,LEAD104005,AGT010_AL,PROP006065,2025-03-29,16937304.00,Bank Transfer,643617.5500,0.0380,11548440.0000,Alexandria
TRANS015843,LEAD104017,AGT075_NO,PROP014824,2024-09-22,3051505.00,Installment,134266.2200,0.0440,2219901.0000,North Coast
TRANS015844,LEAD104018,AGT059_PS,PROP004538,2025-06-23,15551501.00,Installment,668714.5400,0.0430,10939133.0000,Port Said
TRANS015845,LEAD104029,AGT084_SH,PROP010247,2025-06-26,5220149.00,Bank Transfer,245347.0000,0.0470,3556644.0000,Sharm El Sheikh
TRANS015846,LEAD104032,AGT055_IS,PROP023112,2025-06-29,3375068.00,Cash,138377.7900,0.0410,2626856.0000,Ismailia
TRANS015847,LEAD104037,AGT079_HU,PROP007231,2024-08-26,5545650.00,Bank Transfer,232917.3000,0.0420,4174708.0000,Hurghada
TRANS015848,LEAD104071,AGT044_TA,PROP009132,2025-05-26,2267909.00,Cash,79376.8200,0.0350,1901581.0000,Tanta
TRANS015849,LEAD104081,AGT020_LU,PROP024347,2024-12-20,3072811.00,Bank Transfer,122912.4400,0.0400,2467951.0000,Luxor
TRANS015850,LEAD104088,AGT006_GZ,PROP003577,2025-03-09,4137628.00,Installment,173780.3800,0.0420,3447603.0000,Giza
TRANS015851,LEAD104095,AGT027_MN,PROP014105,2024-10-29,5447026.00,Cash,179751.8600,0.0330,4034318.0000,Al Minya
TRANS015852,LEAD104113,AGT031_SO,PROP013335,2025-03-28,2389526.00,Installment,81243.8800,0.0340,1726947.0000,Sohag
TRANS015853,LEAD104114,AGT014_AS,PROP020788,2024-07-16,4484044.00,Bank Transfer,156941.5400,0.0350,3181297.0000,Asyut
TRANS015854,LEAD104126,AGT006_GZ,PROP001665,2024-08-25,14720334.00,Bank Transfer,618254.0300,0.0420,10732363.0000,Giza
TRANS015855,LEAD104132,AGT077_HU,PROP004980,2024-12-22,15154074.00,Installment,636471.1100,0.0420,12201164.0000,Hurghada
TRANS015856,LEAD104136,AGT017_LU,PROP012353,2024-11-18,6155154.00,Installment,246206.1600,0.0400,4272130.0000,Luxor
TRANS015857,LEAD104143,AGT074_NO,PROP011816,2025-04-06,8281725.00,Bank Transfer,364395.9000,0.0440,5985782.0000,North Coast
TRANS015858,LEAD104150,AGT030_SO,PROP014015,2024-12-13,15940007.00,Cash,541960.2400,0.0340,11944490.0000,Sohag
TRANS015859,LEAD104160,AGT012_AL,PROP017873,2025-06-01,10043966.00,Cash,381670.7100,0.0380,7263218.0000,Alexandria
TRANS015860,LEAD104166,AGT020_LU,PROP004400,2024-09-26,1867599.00,Installment,74703.9600,0.0400,1589900.0000,Luxor
TRANS015861,LEAD104169,AGT055_IS,PROP016992,2024-08-14,13470278.00,Installment,552281.4000,0.0410,9232195.0000,Ismailia
TRANS015862,LEAD104176,AGT035_QE,PROP021928,2025-06-26,4378547.00,Installment,140113.5000,0.0320,3725758.0000,Qena
TRANS015863,LEAD104177,AGT073_NO,PROP018048,2025-01-09,12723018.00,Bank Transfer,559812.7900,0.0440,9973587.0000,North Coast
TRANS015864,LEAD104203,AGT054_IS,PROP022389,2025-01-18,2396098.00,Installment,98240.0200,0.0410,1941880.0000,Ismailia
TRANS015865,LEAD104228,AGT011_AL,PROP005979,2025-02-22,16141940.00,Bank Transfer,613393.7200,0.0380,11661083.0000,Alexandria
TRANS015866,LEAD104234,AGT078_HU,PROP000852,2025-03-30,3057511.00,Bank Transfer,128415.4600,0.0420,2344388.0000,Hurghada
TRANS015867,LEAD104257,AGT075_NO,PROP018222,2025-05-26,2153403.00,Cash,94749.7300,0.0440,1744488.0000,North Coast
TRANS015868,LEAD104268,AGT080_HU,PROP004531,2025-03-19,21871524.00,Cash,918604.0100,0.0420,15402565.0000,Hurghada
TRANS015869,LEAD104269,AGT079_HU,PROP014192,2024-12-08,10153143.00,Cash,426432.0100,0.0420,7254286.0000,Hurghada
TRANS015870,LEAD104275,AGT045_ZA,PROP011532,2025-05-27,2682076.00,Cash,96554.7400,0.0360,1942341.0000,Zagazig
TRANS015871,LEAD104277,AGT046_ZA,PROP019534,2025-01-18,2143380.00,Bank Transfer,77161.6800,0.0360,1716212.0000,Zagazig
TRANS015872,LEAD104283,AGT054_IS,PROP019751,2024-10-04,2908819.00,Installment,119261.5800,0.0410,2240278.0000,Ismailia
TRANS015873,LEAD104284,AGT001_CA,PROP012937,2024-10-21,7893162.00,Cash,355192.2900,0.0450,5584564.0000,Cairo
TRANS015874,LEAD104288,AGT081_SH,PROP020474,2025-04-16,9731183.00,Bank Transfer,457365.6000,0.0470,7732004.0000,Sharm El Sheikh
TRANS015875,LEAD104289,AGT035_QE,PROP013097,2025-01-16,1948396.00,Bank Transfer,62348.6700,0.0320,1439942.0000,Qena
TRANS015876,LEAD104296,AGT080_HU,PROP006191,2025-01-26,4778685.00,Bank Transfer,200704.7700,0.0420,3525426.0000,Hurghada
TRANS015877,LEAD104305,AGT058_PS,PROP002060,2024-11-11,14300581.00,Installment,614924.9800,0.0430,11618149.0000,Port Said
TRANS015878,LEAD104310,AGT059_PS,PROP000392,2025-01-27,15104017.00,Bank Transfer,649472.7300,0.0430,12128894.0000,Port Said
TRANS015879,LEAD104321,AGT034_QE,PROP017922,2024-10-04,5211377.00,Installment,166764.0600,0.0320,3975908.0000,Qena
TRANS015880,LEAD104322,AGT018_LU,PROP024568,2025-06-27,4907254.00,Installment,196290.1600,0.0400,4099466.0000,Luxor
TRANS015881,LEAD104330,AGT073_NO,PROP013777,2025-06-22,25415429.00,Bank Transfer,1118278.8800,0.0440,19086261.0000,North Coast
TRANS015882,LEAD104332,AGT031_SO,PROP019131,2025-01-02,4157124.00,Installment,141342.2200,0.0340,3510589.0000,Sohag
TRANS015883,LEAD104339,AGT078_HU,PROP004368,2024-10-03,5399297.00,Installment,226770.4700,0.0420,3768236.0000,Hurghada
TRANS015884,LEAD104350,AGT062_SU,PROP006694,2025-02-14,5679166.00,Installment,227166.6400,0.0400,4090607.0000,Suez
TRANS015885,LEAD104353,AGT036_QE,PROP003640,2024-11-27,9845787.00,Installment,315065.1800,0.0320,7376762.0000,Qena
TRANS015886,LEAD104366,AGT054_IS,PROP006633,2024-10-09,1601604.00,Bank Transfer,65665.7600,0.0410,1174541.0000,Ismailia
TRANS015887,LEAD104368,AGT023_AW,PROP002603,2024-10-13,2205877.00,Cash,79411.5700,0.0360,1877584.0000,Aswan
TRANS015888,LEAD104391,AGT028_MN,PROP016469,2025-01-29,3956670.00,Bank Transfer,130570.1100,0.0330,2759061.0000,Al Minya
TRANS015889,LEAD104398,AGT043_TA,PROP010099,2024-09-13,1536323.00,Installment,53771.3100,0.0350,1249533.0000,Tanta
TRANS015890,LEAD104400,AGT002_CA,PROP004068,2024-12-21,29351038.00,Cash,1320796.7100,0.0450,20548943.0000,Cairo
TRANS015891,LEAD104403,AGT012_AL,PROP006020,2025-05-01,3539945.00,Bank Transfer,134517.9100,0.0380,2550620.0000,Alexandria
TRANS015892,LEAD104407,AGT082_SH,PROP002703,2025-02-26,13720697.00,Installment,644872.7600,0.0470,10502328.0000,Sharm El Sheikh
TRANS015893,LEAD104410,AGT031_SO,PROP001768,2024-09-03,16693708.00,Bank Transfer,567586.0700,0.0340,11974846.0000,Sohag
TRANS015894,LEAD104413,AGT013_AS,PROP013471,2025-06-28,7638767.00,Cash,267356.8500,0.0350,6304861.0000,Asyut
TRANS015895,LEAD104430,AGT004_CA,PROP014857,2024-12-05,9135165.00,Bank Transfer,411082.4200,0.0450,7398279.0000,Cairo
TRANS015896,LEAD104446,AGT072_SZ,PROP012802,2025-06-29,9301941.00,Installment,427889.2900,0.0460,7547082.0000,Sheikh Zayed
TRANS015897,LEAD104453,AGT043_TA,PROP004360,2025-06-30,2015655.00,Installment,70547.9200,0.0350,1518889.0000,Tanta
TRANS015898,LEAD104456,AGT020_LU,PROP024821,2025-04-06,4418368.00,Cash,176734.7200,0.0400,3187433.0000,Luxor
TRANS015899,LEAD104461,AGT032_SO,PROP015973,2025-04-07,4224749.00,Cash,143641.4700,0.0340,3101517.0000,Sohag
TRANS015900,LEAD104462,AGT043_TA,PROP023816,2025-06-22,2207569.00,Cash,77264.9200,0.0350,1644339.0000,Tanta
TRANS015901,LEAD104468,AGT020_LU,PROP017499,2025-03-23,5368277.00,Installment,214731.0800,0.0400,3976964.0000,Luxor
TRANS015902,LEAD104489,AGT008_GZ,PROP011268,2025-02-27,32686739.00,Cash,1372843.0400,0.0420,23351847.0000,Giza
TRANS015903,LEAD104491,AGT052_DA,PROP024677,2025-06-27,3825979.00,Installment,149213.1800,0.0390,2654844.0000,Damietta
TRANS015904,LEAD104492,AGT063_SU,PROP002638,2025-04-28,1985344.00,Cash,79413.7600,0.0400,1637477.0000,Suez
TRANS015905,LEAD104504,AGT050_DA,PROP002204,2025-02-20,17788918.00,Installment,693767.8000,0.0390,13865451.0000,Damietta
TRANS015906,LEAD104519,AGT007_GZ,PROP003786,2024-11-26,7129727.00,Cash,299448.5300,0.0420,5046411.0000,Giza
TRANS015907,LEAD104524,AGT034_QE,PROP009224,2025-06-30,3676700.00,Installment,117654.4000,0.0320,2746070.0000,Qena
TRANS015908,LEAD104539,AGT065_NC,PROP013092,2025-06-21,11189807.00,Cash,537110.7400,0.0480,8218711.0000,New Administrative Capital
TRANS015909,LEAD104542,AGT031_SO,PROP009657,2024-12-13,3996619.00,Bank Transfer,135885.0500,0.0340,2974101.0000,Sohag
TRANS015910,LEAD104564,AGT022_AW,PROP011239,2024-10-25,3277888.00,Installment,118003.9700,0.0360,2403687.0000,Aswan
TRANS015911,LEAD104578,AGT041_TA,PROP000930,2025-03-04,3876855.00,Bank Transfer,135689.9300,0.0350,3121239.0000,Tanta
TRANS015912,LEAD104590,AGT078_HU,PROP000852,2025-03-29,3057511.00,Bank Transfer,128415.4600,0.0420,2344388.0000,Hurghada
